TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.8836E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.4547E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3417E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3417E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3417E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0671E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  7.3775E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.9829E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8880E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8880E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8880E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8880E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.6099E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.1247E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.1858E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1809E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3546E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.3423E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.7620E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.0267E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.1615E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.9961E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.4271E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.4352E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3153E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3153E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3153E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4066E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.4066E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.2782E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.0767E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.2194E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.4440E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.4440E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.6450E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3128E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3128E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2570E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0369E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0369E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.1198E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.7501E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.7501E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  6.9289E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.5903E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.5795E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.5795E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0351E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  6.6959E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  6.6959E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  6.6959E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.8905E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8145E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.6198E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.1655E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.1655E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1085E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.2149E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2033E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2033E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2033E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.3535E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.9549E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.8352E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.5658E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.0946E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.0596E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.0596E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1915E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1915E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1915E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  1.1540E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  1.1540E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.4717E+00  1.0000E+10
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3098E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3098E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3098E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  6.9976E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  6.9976E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1192E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1192E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2997E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.2966E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.2966E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.6740E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.8933E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.8933E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.0895E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.0895E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.7792E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.5547E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2673E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2500E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0652E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.0271E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.4601E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.4858E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.4858E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  5.6409E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.9435E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.9435E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  9.0640E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.4588E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3325E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0467E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0467E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.2781E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.0371E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.0371E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.0371E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  4.8869E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1033E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1033E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.1519E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.1519E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.0414E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  9.0351E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.0632E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.6284E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.9191E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.9191E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.9191E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.6879E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.8433E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3514E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3514E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3514E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  9.2393E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.3448E+00  1.0000E+10
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3255E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.3255E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.0967E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.0037E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.0037E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.0037E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.0641E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.0119E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1286E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  9.7472E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  9.8562E-01  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.4277E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.4277E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  7.7599E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  7.7599E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.5475E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.5475E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  2.9035E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  6.7714E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  6.7714E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  6.7714E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.0802E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  4.6549E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.9366E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.9366E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.9366E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  8.6690E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.5583E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2269E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2532E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1073E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.5783E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.5051E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.5365E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.5365E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  5.6044E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.6408E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.3945E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.3945E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.4019E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.2512E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  2.8115E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  2.8115E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.3564E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.2519E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.5305E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  7.5305E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.7340E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.7340E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.5323E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.5323E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.5323E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.5323E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.8735E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.9716E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.9100E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.9100E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.0792E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.1694E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.1433E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3034E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3034E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.2802E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  1.0776E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  1.0776E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  2.9119E+00  1.0000E+10
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  7.9112E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.2820E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1949E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3914E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3914E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3914E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3914E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  1.1121E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  1.1121E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  1.1121E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.4230E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.3664E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.3664E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  5.3840E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.3530E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.4362E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.4362E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2011E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.2176E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.0649E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.2788E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.1905E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.8811E+00  1.0000E+00
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  2.8811E+00  1.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  8.3100E+00  6.8832E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.1484E+00  1.0000E+00
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.1484E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.5180E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.3698E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.3698E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.0115E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  2.7443E+00  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  1.6844E+00  1.0000E+10
  2.7000E-01  2.0000E+00  0.0000E+00  1.7100E+00  3.9222E+00  1.0000E+00
  5.2000E-01  2.0000E+00  0.0000E+00  7.9100E+00  6.1444E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.6953E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.3986E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3706E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3706E+00  1.0000E+00
  9.0000E+00  2.0000E+00  0.0000E+00  4.5500E+00  4.3706E+00  1.0000E+00
  1.2000E+01  2.0000E+00  0.0000E+00  3.0100E+00  3.1682E+00  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.4711E-01  1.0000E+00
  2.4300E+01  2.0000E+00  0.0000E+00  9.0000E-01  8.4711E-01  1.0000E+00
TABLE NO.  1
 TIME        CAT         DOSE        CP          IPRED       W
  0.0000E+00  1.0000E+00  3.2000E+02  0.0000E+00  0.0000E+00  1.0000E+00
  1.0000E-01  3.0000E+00  0.0000E+00  3.0000E+00  6.1198E+00  1.0000E+10
  1.9200E+00  2.0000E+00  0.0000E+00  8.3300E+00  8.1187E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1013E+00  1.0000E+00
  3.5000E+00  2.0000E+00  0.0000E+00  6.8500E+00  7.1013E+00  1.0000E+00
  5.0200E+00  2.0000E+00  0.0000E+00  6.0800E+00  6.2430E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2652E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2652E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2652E+00  1.0000E+00
  7.0300E+00  2.0000E+00  0.0000E+00  5.4000E+00  5.2652E+00  1.0000E+00
